"Foods","Calories","Carbs","Fat","Protein","Cholest","Sodium","Sugars","Fiber","Day","Meal"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-12,"Training"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-03-13,"Breakfast"
"Planet Organic - Grain free  paleonola, 55 g",299,22,20,7,0,0,0,0,2017-03-13,"Breakfast"
"hofgut storzeln - soja drink vanille, 100 g",59,6,2,4,0,0,6,1,2017-03-13,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-13,"Breakfast"
"Della - White Basmati Rice - Cooked, 1.5 cup",308,67,1,6,0,0,0,0,2017-03-13,"Lunch"
"Wegmans - Salmon, 180 gram",349,0,22,37,79,79,0,0,2017-03-13,"Lunch"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-03-13,"Lunch"
"Generique - Magret De Canard a La Poele, 145 g",297,0,16,39,174,123,1,0,2017-03-13,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-13,"Dinner"
"Cheese, cheddar, 1 oz",115,0,10,7,29,183,0,0,2017-03-13,"Dinner"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-14,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-14,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-03-14,"Breakfast"
"Schar - Meisterbackers Vital, 96 gram",255,36,9,4,0,0,0,0,2017-03-14,"Breakfast"
"A Grilled - Chicken Breast, 165 g",279,0,19,75,86,729,0,0,2017-03-14,"Lunch"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-14,"Lunch"
"Generic - Homemade Bolognese Sauce, 1 cup",240,5,0,30,0,292,4,0,2017-03-14,"Dinner"
"Rice &Rice - spaghetti di riso, 100 gr",351,78,1,7,0,0,0,0,2017-03-14,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-14,"Dinner"
"Almonds - Dark Chocolate Covered Almonds, 6 pieces",128,11,8,2,0,101,9,2,2017-03-14,"Snacks"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 40 g",229,10,20,3,0,0,0,0,2017-03-14,"Snacks"
"Schar - Meisterbackers Vital, 96 gram",255,36,9,4,0,0,0,0,2017-03-14,"Snacks"
"Generation Ucan - Tropical Orange Superstarch (Tub), 1 scoop (25g)",80,20,0,0,0,130,0,0,2017-03-14,"Training"
"Trek - Peanut Power, 55 g",203,26,6,10,0,400,21,3,2017-03-14,"Training"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-15,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-15,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-03-15,"Breakfast"
"Mangos - Raw, 0.5 cup, sliced",54,14,0,0,0,2,12,1,2017-03-15,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-03-15,"Breakfast"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-03-15,"Breakfast"
"A Grilled - Chicken Breast, 125 g",211,0,15,57,65,552,0,0,2017-03-15,"Lunch"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-03-15,"Lunch"
"Bacon Slice - Bacon, 2 slices",160,0,10,3,5,210,0,0,2017-03-15,"Lunch"
"Wagyu burger - Burger, 1 Burger",303,1,25,18,0,0,0,0,2017-03-15,"Dinner"
"Mcdonald's - Bun, 1 Bun",150,28,2,4,0,240,4,1,2017-03-15,"Dinner"
"Almonds - Dark Chocolate Covered Almonds, 6 pieces",128,11,8,2,0,101,9,2,2017-03-15,"Snacks"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 10 g",57,2,5,1,0,0,0,0,2017-03-15,"Snacks"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-16,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-03-16,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-03-16,"Breakfast"
"Della - White Basmati Rice - Cooked, 1.5 cup",308,67,1,6,0,0,0,0,2017-03-16,"Lunch"
"A Grilled - Chicken Breast, 160 g",270,0,19,73,83,706,0,0,2017-03-16,"Lunch"
"Generique - Magret De Canard a La Poele, 145 g",297,0,16,39,174,123,1,0,2017-03-16,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-16,"Dinner"
"Cheese, cheddar, 1 oz",115,0,10,7,29,183,0,0,2017-03-16,"Dinner"
"Almonds - Dark Chocolate Covered Almonds, 8 pieces",170,15,11,3,0,135,12,2,2017-03-16,"Snacks"
"Keto - Chocolate Granola, 50 g",266,7,24,10,0,70,2,4,2017-03-16,"Snacks"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-16,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-03-16,"Training"
"Beet it sport - Pro-elite sports shot, 70 ml",68,14,0,3,0,0,0,0,2017-03-16,"Training"
"Trek - Peanut Power, 55 g",203,26,6,10,0,400,21,3,2017-03-16,"Training"
"hofgut storzeln - soja drink vanille, 300 g",177,18,6,11,0,0,18,2,2017-03-17,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-17,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-03-17,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-17,"Breakfast"
"Cooked - Sweet Potato, 150 g",135,31,0,3,0,54,10,5,2017-03-17,"Lunch"
"Wegmans - Salmon, 85 gram",165,0,10,17,37,37,0,0,2017-03-17,"Lunch"
"Usda - Egg, 1 egg (50g)",71,1,5,6,211,70,1,0,2017-03-17,"Lunch"
"tillmanns - entre cote , 250 g",355,3,15,53,0,0,0,0,2017-03-17,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-17,"Dinner"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-03-18,"Breakfast"
"Smoked - Salmon, 120 g",204,1,12,28,0,576,0,0,2017-03-18,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-18,"Breakfast"
"Outtakes - Quinoa and Chickpea Salad, 1 cup",268,36,10,9,0,299,3,6,2017-03-18,"Lunch"
"Generic - Fresh Steamed Brocoli, 1 cup",30,6,0,3,0,29,2,2,2017-03-18,"Lunch"
"Bama - Spinat, 100 g",2,0,0,3,0,100,0,2,2017-03-18,"Lunch"
"Oil - Olive, 0.5 tablespoon",60,0,7,0,0,0,0,0,2017-03-18,"Lunch"
"Eurest - Mashed Potatoes, 1 cup",214,31,9,3,23,325,2,3,2017-03-18,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-18,"Dinner"
"migros - kalbs leber tranchen, 225 g",293,10,9,43,0,0,2,0,2017-03-18,"Dinner"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-03-18,"Dinner"
"Sodexo Campus - Apple Cinnamon Scone, 1 Scone",370,48,18,4,10,280,24,1,2017-03-18,"Snacks"
"Wow Chia - Chia Juice Drink, 250 ml",118,14,2,7,0,0,14,5,2017-03-18,"Snacks"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-03-19,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-19,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-03-19,"Breakfast"
"Tim Bacon - Bacon, 3 slices (54g)",345,0,11,8,30,450,0,0,2017-03-19,"Breakfast"
"Brett's - Chili W/ Beans/gr Beef, 1 cup",305,25,12,25,0,680,0,3,2017-03-19,"Lunch"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-19,"Lunch"
"Generic - Lamb Osso Bucco, 6 oz",420,40,13,34,88,0,0,5,2017-03-19,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-19,"Dinner"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-03-20,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-20,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-03-20,"Breakfast"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-20,"Breakfast"
"Brett's - Chili W/ Beans/gr Beef, 1 cup",305,25,12,25,0,680,0,3,2017-03-20,"Lunch"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-20,"Lunch"
"Peppers, sweet, red, raw, 0.5 cup, chopped",23,4,0,1,0,3,3,2,2017-03-20,"Dinner"
"Chicken Leg - Grilled With Skin, 140 g",165,0,9,20,66,85,0,0,2017-03-20,"Dinner"
"Leek - Leek, 100 g",61,14,0,2,0,20,4,2,2017-03-20,"Dinner"
"Waitrose - Ratte Potatoes, 200 g",158,34,0,4,0,20,1,5,2017-03-20,"Dinner"
"Getranke - Wein, Rot, 300 ml",255,8,0,0,0,15,6,0,2017-03-20,"Dinner"
"Almonds - Dark Chocolate Covered Almonds, 6 pieces",128,11,8,2,0,101,9,2,2017-03-20,"Snacks"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 40 g",229,10,20,3,0,0,0,0,2017-03-20,"Snacks"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-21,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-21,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-03-21,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-21,"Breakfast"
"Trader Joe's - Almond Butter, 1 tbsp",95,3,9,4,0,60,2,2,2017-03-21,"Breakfast"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-03-21,"Breakfast"
"Chicken Leg - Grilled With Skin, 140 g",165,0,9,20,66,85,0,0,2017-03-21,"Lunch"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-21,"Lunch"
"Peppers, sweet, red, raw, 0.5 cup, chopped",23,4,0,1,0,3,3,2,2017-03-21,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-03-21,"Lunch"
"Rice &Rice - spaghetti di riso, 100 gr",351,78,1,7,0,0,0,0,2017-03-21,"Dinner"
"Generic - Homemade Bolognese Sauce, 1.5 cup",360,8,0,44,0,438,5,0,2017-03-21,"Dinner"
"Getranke - Wein, Rot, 300 ml",255,8,0,0,0,15,6,0,2017-03-21,"Dinner"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 40 g",229,10,20,3,0,0,0,0,2017-03-21,"Snacks"
"Almonds - Dark Chocolate Covered Almonds, 6 pieces",128,11,8,2,0,101,9,2,2017-03-21,"Snacks"
"Usda - Egg, 1 egg (50g)",71,1,5,6,211,70,1,0,2017-03-21,"Snacks"
"Maxsport Rn - Raw Paleo Protein, 50 gram",177,17,6,10,0,310,17,7,2017-03-21,"Training"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-03-22,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-22,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-03-22,"Breakfast"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-22,"Breakfast"
"Strawberries - Raw, 1 cup, halves",49,12,0,1,0,2,7,3,2017-03-22,"Breakfast"
"Chicken Leg - Grilled With Skin, 140 g",165,0,9,20,66,85,0,0,2017-03-22,"Lunch"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-22,"Lunch"
"Peppers, sweet, red, raw, 0.5 cup, chopped",23,4,0,1,0,3,3,2,2017-03-22,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-03-22,"Lunch"
"Generic - Lamb Osso Bucco, 6 oz",420,40,13,34,88,0,0,5,2017-03-22,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-22,"Dinner"
"Brussel Sprouts - Brussels Sprouts, Cooked, 1.5 cup (100g)",84,8,1,6,0,35,5,5,2017-03-22,"Dinner"
"Eurest - Mashed Potatoes, 0.75 cup",161,24,7,3,17,244,2,2,2017-03-22,"Dinner"
"Almonds - Dark Chocolate Covered Almonds, 6 pieces",128,11,8,2,0,101,9,2,2017-03-22,"Snacks"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 30 g",172,7,15,2,0,0,0,0,2017-03-22,"Snacks"
"Le Pain des fleurs - tartine, 6 tartine",84,12,0,0,0,0,0,0,2017-03-22,"Snacks"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-23,"Breakfast"
"hofgut storzeln - soja drink vanille, 150 g",89,9,3,5,0,0,9,1,2017-03-23,"Breakfast"
"Schar - Meisterbackers Vital, 96 gram",255,36,9,4,0,0,0,0,2017-03-23,"Breakfast"
"Egg - Egg, 3 large egg (50g)",210,0,15,18,555,210,0,0,2017-03-23,"Breakfast"
"Brett's - Chili W/ Beans/gr Beef, 1 cup",305,25,12,25,0,680,0,3,2017-03-23,"Lunch"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-23,"Lunch"
"Uk Fish and Chip Shop - Chips, 1 regular portion",839,45,19,12,0,0,14,5,2017-03-23,"Dinner"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 30 g",172,7,15,2,0,0,0,0,2017-03-23,"Snacks"
"Almonds - Dark Chocolate Covered Almonds, 10 pieces",213,19,14,4,0,169,15,3,2017-03-23,"Snacks"
"Trek - Peanut Power, 55 g",203,26,6,10,0,400,21,3,2017-03-23,"Training"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-03-24,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-24,"Breakfast"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-03-24,"Breakfast"
"Peanut butter - Reduced sodium, 1.25 tbsp",127,4,10,5,0,41,2,1,2017-03-24,"Breakfast"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-24,"Lunch"
"Mark and Spencer - Rose Veal, Filet Steak, 300 grams",375,3,11,65,0,0,0,0,2017-03-24,"Dinner"
"Usda Choufleur - Choufleur Cuit, 600 g",138,25,3,11,0,90,0,14,2017-03-24,"Dinner"
"Eurest - Mashed Sweet Potatoes, 0.5 cup",143,27,3,2,0,268,7,3,2017-03-24,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-24,"Dinner"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-03-25,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-03-25,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-25,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-03-25,"Breakfast"
"Mangos - Raw, 0.5 cup, sliced",54,14,0,0,0,2,12,1,2017-03-25,"Breakfast"
"Strawberries - Raw, 1 cup, halves",49,12,0,1,0,2,7,3,2017-03-25,"Breakfast"
"Premierre Moisson - Terrine De Lapin Aux Noisettes, 100 g",280,2,22,18,120,700,2,0,2017-03-25,"Lunch"
"Giant - Crusty French Bread, 1.5 slices (57g)",120,22,2,3,0,218,2,1,2017-03-25,"Lunch"
"Generic - Blueberry Scone, 3.15 oz",345,46,17,5,30,315,13,2,2017-03-25,"Lunch"
"New Zealand - Rack of Lamb, 250 gram",569,0,40,51,243,763,0,0,2017-03-25,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-25,"Dinner"
"Waitrose - Ratte Potatoes, 200 g",158,34,0,4,0,20,1,5,2017-03-25,"Dinner"
"Almonds - Dark Chocolate Covered Almonds, 6 pieces",128,11,8,2,0,101,9,2,2017-03-25,"Snacks"
"Rice Generic Basmati - Basmati White, 1 cup (158 gr)",191,40,1,6,0,199,0,1,2017-03-26,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-26,"Breakfast"
"hofgut storzeln - soja drink vanille, 100 g",59,6,2,4,0,0,6,1,2017-03-26,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-03-26,"Breakfast"
"The frozen butcher - Angusburger, 100% - bevroren, 125 gram",301,2,25,18,0,0,0,0,2017-03-26,"Lunch"
"Kerrygold - Cheddar herzhaft (Scheibe 21 g), 30 g",118,0,10,8,0,1,0,0,2017-03-26,"Lunch"
"Mayonnaise - Mayonnaise, 1 tbsp",90,2,10,1,0,0,0,0,2017-03-26,"Lunch"
"Giant Eagle - Hamburger Bun, 1.5 bun",210,41,2,6,0,330,5,2,2017-03-26,"Lunch"
"Mark and Spencer - Rose Veal, Filet Steak, 300 grams",375,3,11,65,0,0,0,0,2017-03-26,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-26,"Dinner"
"Usda Choufleur - Choufleur Cuit, 600 g",138,25,3,11,0,90,0,14,2017-03-26,"Dinner"
"P - Celeri Rave, 200 gr",74,11,1,2,1,538,3,6,2017-03-26,"Dinner"
"Homemade - Carrot Mash, 100 g",35,8,0,1,0,0,7,2,2017-03-26,"Dinner"
"Kroger - Crusty French Bread, 110 gram",275,51,2,12,0,491,2,2,2017-03-26,"Snacks"
"Generation Ucan - Tropical Orange Superstarch (Tub), 2 scoop (25g)",160,40,0,0,0,260,0,0,2017-03-26,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-03-26,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-26,"Training"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-03-27,"Breakfast"
"Egg - Egg, 3 large egg (50g)",210,0,15,18,555,210,0,0,2017-03-27,"Breakfast"
"Schar - Meisterbackers Vital, 96 gram",255,36,9,4,0,0,0,0,2017-03-27,"Breakfast"
"Laschori - Black Tiger Schrimps, 150 g",86,0,2,18,0,0,0,0,2017-03-27,"Lunch"
"Raw - Zuchini, 300 g",51,9,1,4,0,24,8,3,2017-03-27,"Lunch"
"Couscous, cooked, 1.5 cup, cooked",264,55,0,9,0,12,0,3,2017-03-27,"Lunch"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-03-27,"Dinner"
"New Zealand - Rack of Lamb, 200 gram",455,0,32,41,194,611,0,0,2017-03-27,"Dinner"
"Eurest - Mashed Sweet Potatoes, 1 cup",285,55,6,3,0,535,15,6,2017-03-27,"Dinner"
"maxsport - raw paleo protein bar, 1 bar",198,17,4,10,0,0,16,7,2017-03-27,"Snacks"
"Strawberries - Raw, 1 cup, halves",49,12,0,1,0,2,7,3,2017-03-28,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-03-28,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-28,"Breakfast"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-28,"Breakfast"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-28,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-03-28,"Breakfast"
"Laschori - Black Tiger Schrimps, 150 g",86,0,2,18,0,0,0,0,2017-03-28,"Lunch"
"Raw - Zuchini, 300 g",51,9,1,4,0,24,8,3,2017-03-28,"Lunch"
"Couscous, cooked, 1.5 cup, cooked",264,55,0,9,0,12,0,3,2017-03-28,"Lunch"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-28,"Lunch"
"The frozen butcher - Angusburger, 100% - bevroren, 125 gram",301,2,25,18,0,0,0,0,2017-03-28,"Dinner"
"Kerrygold - Cheddar herzhaft (Scheibe 21 g), 30 g",118,0,10,8,0,1,0,0,2017-03-28,"Dinner"
"Mayonnaise - Mayonnaise, 1 tbsp",90,2,10,1,0,0,0,0,2017-03-28,"Dinner"
"Giant Eagle - Hamburger Bun, 1.5 bun",210,41,2,6,0,330,5,2,2017-03-28,"Dinner"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-03-28,"Snacks"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-03-28,"Training"
"Tim Bacon - Bacon, 3 slices (54g)",345,0,11,8,30,450,0,0,2017-03-29,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-29,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-03-29,"Breakfast"
"Schar - Meisterbackers Vital, 96 gram",255,36,9,4,0,0,0,0,2017-03-29,"Breakfast"
"ESS - Cheese and Chutney Focaccia, 196 g",436,54,15,20,0,994,8,4,2017-03-29,"Lunch"
"Homemade - Vegan Apple Banana Muffin, 1 muffin",220,55,7,4,0,123,12,8,2017-03-29,"Snacks"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-03-29,"Training"
"FitRabbit - NO-Booster (richtig), 85 ml",95,20,0,3,0,0,20,0,2017-03-29,"Training"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-03-30,"Breakfast"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-30,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-03-30,"Breakfast"
"Peanut butter - Reduced sodium, 1 tbsp",101,4,8,4,0,32,1,1,2017-03-30,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-30,"Breakfast"
"ESS - Cheese and Chutney Focaccia, 196 g",436,54,15,20,0,994,8,4,2017-03-30,"Lunch"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-30,"Lunch"
"Generic - Homemade Bolognese Sauce, 1.5 cup",360,8,0,44,0,438,5,0,2017-03-30,"Dinner"
"Rice &Rice - spaghetti di riso, 100 gr",351,78,1,7,0,0,0,0,2017-03-30,"Dinner"
"Homemade - Vegan Apple Banana Muffin, 1 muffin",220,55,7,4,0,123,12,8,2017-03-30,"Snacks"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-31,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-03-31,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-03-31,"Breakfast"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-03-31,"Breakfast"
"Homemade - Boeuf Bourgignon, 1 cups",199,15,7,19,47,217,6,3,2017-03-31,"Dinner"
"Giant - Crusty French Bread, 4 slices (57g)",320,58,6,8,0,580,4,2,2017-03-31,"Dinner"
"Homemade - Vegan Apple Banana Muffin, 1 muffin",220,55,7,4,0,123,12,8,2017-03-31,"Snacks"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-04-01,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-04-01,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-04-01,"Breakfast"
"hofgut storzeln - soja drink vanille, 500 g",295,31,11,18,0,0,30,3,2017-04-01,"Breakfast"
"Giant - Crusty French Bread, 1.5 slices (57g)",120,22,2,3,0,218,2,1,2017-04-01,"Breakfast"
"Cruda Cafe #5 Mega Cleanser - Apple, Carrot, Ginger, Lemon, 325 ml",312,65,2,5,0,215,0,18,2017-04-01,"Lunch"
"Homemade - Blueberry Scone, 1 scone",220,31,9,5,48,274,0,1,2017-04-01,"Lunch"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-01,"Lunch"
"Chicken Breast - Roasted - Chicken Breast, 120 g",236,0,10,36,101,85,0,0,2017-04-01,"Dinner"
"Peppers, sweet, red, raw, 1 cup, chopped",46,9,0,1,0,6,6,3,2017-04-01,"Dinner"
"Waitrose - Ratte Potatoes, 200 g",158,34,0,4,0,20,1,5,2017-04-01,"Dinner"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-04-01,"Snacks"
"Mark and Spencer - Rose Veal, Filet Steak, 60 grams",75,1,2,13,0,0,0,0,2017-04-01,"Snacks"
"Home - Home Green Salad, 85 g (3 cups)",50,7,0,2,0,100,1,3,2017-04-01,"Snacks"
"Ts - Quinoa, Cooked, 0.5 cup",111,20,2,4,0,1,0,3,2017-04-01,"Snacks"
"hofgut storzeln - soja drink vanille, 300 g",177,18,6,11,0,0,18,2,2017-04-02,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-02,"Breakfast"
"Rapunzel - Reismischung mit Wildreis, 80 g",283,59,2,7,0,0,1,2,2017-04-02,"Breakfast"
"Trek - Cocoa Chaos, 55 g",186,27,4,10,0,120,23,4,2017-04-02,"Breakfast"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-04-02,"Lunch"
"Lachs - Lachs, 150 g",344,0,24,30,0,0,0,0,2017-04-02,"Lunch"
"Andu - Black Tiger Garnelen, 100 g",82,0,1,19,0,0,0,0,2017-04-02,"Lunch"
"Choy N U - Bock Choy Dark Green leaves, 2 Cup",14,2,0,0,0,0,0,0,2017-04-02,"Lunch"
"sauce lait coco suzi - lait coco, 250 ml",115,12,4,8,0,0,0,0,2017-04-02,"Lunch"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-02,"Dinner"
"Chicken Breast - Roasted - Chicken Breast, 155 g",305,0,12,47,130,110,0,0,2017-04-02,"Dinner"
"Trek - Cocoa Chaos, 55 g",186,27,4,10,0,120,23,4,2017-04-02,"Snacks"
"Bretzel - Bretzel, 1 Bretzel",240,48,2,7,0,5,0,0,2017-04-02,"Snacks"
"FitRabbit - NO-Booster (richtig), 85 ml",95,20,0,3,0,0,20,0,2017-04-02,"Training"
